candidate_id,pv_s_scale,svc_q_scale,cap_total_mvar,selection_role,resource_index
1605,0.7,0.9105263157894736,1.0,refine_candidate,82.52631578947368
1606,0.7,0.9526315789473684,1.0,refine_candidate,84.63157894736841
1607,0.7,0.9947368421052631,1.0,refine_candidate,86.73684210526315
1608,0.7,1.0368421052631578,1.0,refine_candidate,88.84210526315789
1609,0.7,1.0789473684210527,1.0,refine_candidate,90.94736842105263
1620,0.7421052631578947,0.7,1.0,refine_candidate,74.10526315789474
1621,0.7421052631578947,0.7421052631578947,1.0,refine_candidate,76.21052631578947
1622,0.7421052631578947,0.7842105263157895,1.0,refine_candidate,78.3157894736842
1623,0.7421052631578947,0.8263157894736841,1.0,refine_candidate,80.42105263157893
1624,0.7421052631578947,0.8684210526315789,1.0,refine_candidate,82.52631578947367
1625,0.7421052631578947,0.9105263157894736,1.0,refine_candidate,84.63157894736841
1626,0.7421052631578947,0.9526315789473684,1.0,refine_candidate,86.73684210526315
1627,0.7421052631578947,0.9947368421052631,1.0,refine_candidate,88.84210526315789
1628,0.7421052631578947,1.0368421052631578,1.0,refine_candidate,90.94736842105263
1640,0.7842105263157895,0.7,1.0,refine_candidate,76.21052631578948
1641,0.7842105263157895,0.7421052631578947,1.0,refine_candidate,78.3157894736842
1642,0.7842105263157895,0.7842105263157895,1.0,refine_candidate,80.42105263157895
1643,0.7842105263157895,0.8263157894736841,1.0,refine_candidate,82.52631578947367
1644,0.7842105263157895,0.8684210526315789,1.0,refine_candidate,84.63157894736841
1645,0.7842105263157895,0.9105263157894736,1.0,refine_candidate,86.73684210526315
1646,0.7842105263157895,0.9526315789473684,1.0,refine_candidate,88.84210526315789
1647,0.7842105263157895,0.9947368421052631,1.0,refine_candidate,90.94736842105263
1660,0.8263157894736841,0.7,1.0,refine_candidate,78.3157894736842
1661,0.8263157894736841,0.7421052631578947,1.0,refine_candidate,80.42105263157893
1662,0.8263157894736841,0.7842105263157895,1.0,refine_candidate,82.52631578947367
1663,0.8263157894736841,0.8263157894736841,1.0,refine_candidate,84.63157894736841
1664,0.8263157894736841,0.8684210526315789,1.0,refine_candidate,86.73684210526315
1665,0.8263157894736841,0.9105263157894736,1.0,refine_candidate,88.84210526315789
1666,0.8263157894736841,0.9526315789473684,1.0,refine_candidate,90.94736842105263
1680,0.8684210526315789,0.7,1.0,refine_candidate,80.42105263157895
1681,0.8684210526315789,0.7421052631578947,1.0,refine_candidate,82.52631578947367
1682,0.8684210526315789,0.7842105263157895,1.0,refine_candidate,84.63157894736841
1683,0.8684210526315789,0.8263157894736841,1.0,refine_candidate,86.73684210526315
1684,0.8684210526315789,0.8684210526315789,1.0,refine_candidate,88.84210526315789
1685,0.8684210526315789,0.9105263157894736,1.0,refine_candidate,90.94736842105263
1700,0.9105263157894736,0.7,1.0,refine_candidate,82.52631578947368
1701,0.9105263157894736,0.7421052631578947,1.0,refine_candidate,84.63157894736841
1702,0.9105263157894736,0.7842105263157895,1.0,refine_candidate,86.73684210526315
1703,0.9105263157894736,0.8263157894736841,1.0,refine_candidate,88.84210526315789
1704,0.9105263157894736,0.8684210526315789,1.0,refine_candidate,90.94736842105263
1720,0.9526315789473684,0.7,1.0,refine_candidate,84.63157894736841
1721,0.9526315789473684,0.7421052631578947,1.0,refine_candidate,86.73684210526315
1722,0.9526315789473684,0.7842105263157895,1.0,refine_candidate,88.84210526315789
1723,0.9526315789473684,0.8263157894736841,1.0,refine_candidate,90.94736842105263
1740,0.9947368421052631,0.7,1.0,refine_candidate,86.73684210526315
1741,0.9947368421052631,0.7421052631578947,1.0,refine_candidate,88.84210526315789
1742,0.9947368421052631,0.7842105263157895,1.0,refine_candidate,90.94736842105263
1760,1.0368421052631578,0.7,1.0,refine_candidate,88.84210526315789
1761,1.0368421052631578,0.7421052631578947,1.0,refine_candidate,90.94736842105263
1780,1.0789473684210527,0.7,1.0,refine_candidate,90.94736842105263
